"date","PM2.5DailyMean","PM2.5DailyMax","PM2.5DailyMin","tavg","tmin","tmax","prcp","wdir","wspd","pres","month","year"
"2020-01-01",8.1,22.6,1.3,21,17,30,80,NA,5.5,1015.3,1,2020
"2020-01-02",6.8,24.6,1.7,20.4,18,28.8,59.9,21,9.1,1016.6,1,2020
"2020-01-03",3.7,9.5,0,19.6,17,26,18,334,8.4,1018.4,1,2020
"2020-01-04",8.9,22.9,0,20.4,16.8,29,55.9,194,8.1,1017.6,1,2020
"2020-01-05",8.9,22.2,3.8,22,17,29,2,129,8,1016.3,1,2020
"2020-01-06",8.5,24.6,2.9,23.1,17,29,0,120,10.2,1017.3,1,2020
"2020-01-07",-62.2,11.1,-999,21.4,17,32,NA,81,8.1,1018.7,1,2020
"2020-01-09",-84.3,14.2,-999,22.1,17.8,28,NA,119,10.6,1018.8,1,2020
"2020-01-10",9.8,28.3,1.3,22.1,18,28,NA,127,10.5,1018.8,1,2020
"2020-01-11",11.6,23.5,4.1,20.9,14.5,29,NA,121,12.5,1018.6,1,2020
"2020-01-12",13.7,27.4,6.2,21.9,16,28.6,NA,110,10,1018.2,1,2020
"2020-01-13",15,36.4,6.3,22.1,18,28,NA,96,7.7,1016.7,1,2020
"2020-01-14",8.7,17.2,3,22.1,17,28,NA,110,11.8,1018,1,2020
"2020-01-15",-36.5,20.3,-999,22.3,17,29.2,NA,109,10.8,1019.2,1,2020
"2020-01-16",8.3,15.4,2.1,22.2,19.8,29.2,NA,111,12.1,1018.2,1,2020
"2020-01-17",10.5,28.7,0.6,22,19,28.4,6.1,22,6.1,1016.8,1,2020
"2020-01-18",4.5,9.3,0,22.3,19,28.4,0,344,4.8,1015.5,1,2020
"2020-01-19",3.3,6.7,0.2,21.7,19,28.3,17,320,10.3,1014.5,1,2020
"2020-01-20",4.4,10.5,0,20.9,18.9,28.3,9.9,333,7.5,1013.1,1,2020
"2020-01-21",11.1,41.2,0.1,19.8,19,26,13,75,8.1,1012.2,1,2020
"2020-01-22",8.6,17.9,1.5,18.4,17,22.2,35.1,119,10.8,1012.1,1,2020
"2020-01-23",7,18.1,0.3,18.8,17,21.7,26.9,191,10.1,1011.8,1,2020
"2020-01-24",11.2,22.3,1.4,21.7,18,28,20.1,80,6.1,1016.3,1,2020
"2020-01-25",7.1,17,1.2,20.7,18,28.1,0,132,12.2,1019.2,1,2020
"2020-01-26",6.6,11.4,0,20.3,18,26,NA,118,9.8,1020.1,1,2020
"2020-01-27",14.1,32.5,0.7,20.6,16,26.7,1,126,8.1,1019.1,1,2020
"2020-01-28",8.8,15,3.6,22.8,18.7,29,1,42,6.5,1016.7,1,2020
"2020-01-29",10.7,27.8,4.5,24.1,19.6,30.1,9.9,37,6.9,1017.5,1,2020
"2020-01-30",15.7,25.4,8.2,22.9,19.5,30.6,0,98,9.9,1019,1,2020
"2020-01-31",11.9,25.8,3.2,21.7,18,28.7,2,112,14.5,1019.5,1,2020
"2020-02-01",10.3,20.1,5.7,20.9,16,27,0,125,15.1,1020.6,2,2020
"2020-02-02",10.6,18.3,6.1,20.1,16,27,NA,149,10.8,1022.1,2,2020
"2020-02-03",9.9,21.1,2.2,20.8,15.8,26,NA,152,12.8,1021.2,2,2020
"2020-02-04",8.9,16,1.4,19.9,17,26,0.5,132,11.4,1020.3,2,2020
"2020-02-05",12.8,38.1,6.7,20.6,15,26,7.9,123,12,1020.3,2,2020
"2020-02-06",8.4,22,3,21.8,16,28,0,128,11.7,1020.3,2,2020
"2020-02-07",10.5,21.1,1.9,22.2,17,29.3,NA,135,8.3,1020.5,2,2020
"2020-02-08",12.5,23.5,5.5,21.9,14,29,NA,99,8.5,1021,2,2020
"2020-02-09",11.2,20.4,5.4,21.6,17,29.4,NA,125,10.8,1020.5,2,2020
"2020-02-10",14.4,27.8,4.5,22.5,16,30,NA,123,9,1018.3,2,2020
"2020-02-11",13.1,24.4,3.3,22.8,17,30,NA,107,8.2,1016.6,2,2020
"2020-02-12",13.1,23.1,7.5,22.1,16,29.9,NA,151,11.1,1016.4,2,2020
"2020-02-13",13.8,25.2,5.9,21.7,18,28.9,NA,160,9.4,1017.8,2,2020
"2020-02-14",12.6,34.2,5.8,22.4,18.7,28,NA,180,9.5,1017.9,2,2020
"2020-02-15",6.3,13.5,3,21.7,18,29.1,NA,254,9.6,1017.1,2,2020
"2020-02-16",6.5,14.8,0.2,20.3,18,29.1,11.2,113,8.7,1018,2,2020
"2020-02-17",5.7,15,0.9,22.1,18,28,23.9,123,13,1019.7,2,2020
"2020-02-18",6.1,16.4,0.5,22.3,19,28,0,118,9.6,1019.9,2,2020
"2020-02-19",-35.8,15.2,-999,21.8,18,28,3,84,8.3,1018.6,2,2020
"2020-02-20",7.3,17.3,0,21.3,18.6,27.9,17,83,8.4,1017.2,2,2020
"2020-02-21",6.5,11.7,0,21.2,18.8,28,6.1,83,8.6,1017.9,2,2020
"2020-02-22",7.7,20.5,1.3,20.9,17,27.3,84.1,84,9.2,1018.1,2,2020
"2020-02-23",6.8,16.1,0.4,21.1,18.8,26.1,37.1,24,7.3,1017.2,2,2020
"2020-02-24",3.8,10.8,0,22.8,19,30,0,303,12,1015.3,2,2020
"2020-02-25",10.5,30.1,0.5,21.9,19,28.9,0,117,8.8,1014.8,2,2020
"2020-02-26",8.9,15.9,0.5,20.4,18,24,6.1,109,11.1,1017,2,2020
"2020-02-27",8.3,12.9,1.6,21.5,18.6,28,0,124,9.8,1018.3,2,2020
"2020-02-28",15.4,30.1,4.4,22.6,17,30.2,NA,96,8.2,1017,2,2020
"2020-02-29",16.9,43.5,5.9,22.9,17,30.7,NA,149,6.2,1014.8,2,2020
"2020-03-01",10.7,16.4,7.1,21.9,16.6,30,NA,95,7,1014.2,3,2020
"2020-03-02",8.2,14.7,2,21.4,18,29.5,NA,121,9.6,1016.3,3,2020
"2020-03-03",9.4,15.9,4.3,22.1,19,28,NA,143,9.2,1018.4,3,2020
"2020-03-04",7.5,14.7,1,22.1,19,28,2,118,10.5,1019,3,2020
"2020-03-05",5.7,11.5,1.3,20.7,17,27,0,159,14.4,1018.6,3,2020
"2020-03-06",10.8,32.5,1.3,22.6,15.6,29,NA,140,9.2,1016.8,3,2020
"2020-03-07",8.3,15.1,4.3,22.7,20,31,NA,151,12.3,1016,3,2020
"2020-03-08",5.5,11.7,0.5,21.5,19,29.9,NA,158,14,1017.1,3,2020
"2020-03-09",6.1,13.6,0,21.7,12,27.1,NA,148,15.6,1016.7,3,2020
"2020-03-10",9.4,27.2,0,21.9,18,27,NA,163,14.7,1016.7,3,2020
"2020-03-11",10,20.5,2,21.8,18,27,0,155,15,1017.4,3,2020
"2020-03-12",15.1,27.9,1.2,21.9,19,27,NA,155,15.1,1017.8,3,2020
"2020-03-13",-33.4,25.4,-999,20.2,16,26.6,NA,155,16.3,1018,3,2020
"2020-03-14",9.6,12.4,4.7,19.1,17,25,NA,163,14.4,1017.5,3,2020
"2020-03-15",9.1,24.2,2.1,20.6,18,27.1,NA,153,9.7,1015.5,3,2020
"2020-03-16",14.2,52.3,2.3,21.4,15,28,NA,120,7.1,1014.6,3,2020
"2020-03-17",9.8,20.1,4.5,22.4,17.5,29.2,0,308,9,1015.6,3,2020
"2020-03-18",9.1,18.8,3.5,20.8,18,29.2,NA,300,6.1,1017.3,3,2020
"2020-03-19",11,24.3,2.4,21.2,16.7,26.5,77,82,5.9,1018.2,3,2020
"2020-03-20",11.1,20,4.3,20.4,18,26.5,5.1,118,8.6,1019.5,3,2020
"2020-03-21",7.2,15,3,21.4,12.4,26,3,75,8.6,1020.2,3,2020
"2020-03-22",7.1,11.8,0.5,19.8,16.9,26.7,3,120,14.1,1022,3,2020
"2020-03-23",10.2,26.2,3.2,19.9,6.2,26,0,132,12,1022.8,3,2020
"2020-03-24",5.2,11.5,0.7,20.3,17,25.4,NA,134,11.6,1020.4,3,2020
"2020-03-25",7.8,19.8,2.3,21.1,15,27,NA,120,8.3,1017,3,2020
"2020-03-26",6.3,18.2,3.1,21.8,18,27,NA,78,8.5,1016.1,3,2020
"2020-03-27",-66.2,10.5,-999,21.9,18,29,NA,117,9,1018.5,3,2020
"2020-03-28",6.2,16,2.2,21.7,17.9,29,NA,111,8.2,1018.5,3,2020
"2020-03-29",7.7,16.2,1.5,22.3,18,29,1,NA,7.9,1016,3,2020
"2020-03-30",15,33.8,7.1,22.6,16.9,30,0,308,6.8,1015.5,3,2020
"2020-03-31",11.8,27.9,5.6,22.9,18,30,NA,111,8.4,1016.9,3,2020
"2020-04-01",17,31.4,7.5,22.4,18,29.5,NA,136,8.3,1017.5,4,2020
"2020-04-02",10.8,18.5,6.5,22.3,18.5,27.6,NA,106,8,1016.3,4,2020
"2020-04-03",6.9,13.3,2.2,19.9,16,27.6,NA,130,12.5,1017.2,4,2020
"2020-04-04",6.3,15.1,0.6,18.9,15,26.7,6.1,141,10.8,1019,4,2020
"2020-04-05",8.9,18.6,4.1,19.1,15,26.2,0,115,9.6,1020.1,4,2020
"2020-04-06",10.3,25.6,3.4,20.3,14,27.2,NA,78,6.9,1020.2,4,2020
"2020-04-07",8.6,17.2,2.5,21.1,17,27,NA,60,7.4,1020.7,4,2020
"2020-04-08",17.6,26.4,12.1,21.6,17.7,27.2,NA,106,8.6,1021.9,4,2020
"2020-04-09",14.2,28.7,6.3,20.6,16,27.2,NA,125,13.2,1022.7,4,2020
"2020-04-10",9.2,14.2,4.9,19.9,17,26.6,NA,135,12.7,1023.1,4,2020
"2020-04-11",11.5,30.5,5.2,19.6,15.5,25.2,NA,142,14,1023,4,2020
"2020-04-12",7,15.6,2.4,19.4,15.4,25,NA,129,12.1,1022.1,4,2020
"2020-04-13",5.7,10.8,0.7,19.9,17,26,NA,127,12.9,1021.5,4,2020
"2020-04-14",7.7,19.2,0.8,20.2,16.5,24,1,119,10.1,1021.5,4,2020
"2020-04-15",9.7,20.2,5.7,20.9,15.1,25,0,131,11.3,1022.2,4,2020
"2020-04-16",7.3,13.2,0,19.4,11.8,24.6,1,121,14.9,1021.9,4,2020
"2020-04-17",11.1,19,4.5,18.5,13.4,25,0,134,11.8,1021.7,4,2020
"2020-04-18",9.7,15,5.2,19.3,15.5,25,NA,144,12.9,1021.7,4,2020
"2020-04-19",6.4,11,3.5,19.8,17,25,NA,151,14.8,1020.9,4,2020
"2020-04-20",8.8,18.6,2.7,17.7,15,25,NA,155,14.6,1021.3,4,2020
"2020-04-21",6.8,13.8,1,18.3,15,23,NA,138,13.2,1020.8,4,2020
"2020-04-22",11.4,30.5,1,19.1,15.9,23,NA,130,9.7,1019.8,4,2020
"2020-04-23",8,16.9,1,19.9,16.8,26,NA,126,11.5,1019.5,4,2020
"2020-04-24",8.6,21.2,2.1,19.4,16,25.6,14,120,9.5,1019.3,4,2020
"2020-04-25",9.2,18.3,1.9,19.8,16,26.2,0,85,7.5,1018.5,4,2020
"2020-04-26",13.5,51.2,1.3,20.6,16.6,28,13,303,5.3,1019.6,4,2020
"2020-04-27",10.2,21.7,1.8,20.4,17,26.5,0,128,10.8,1022.6,4,2020
"2020-04-28",6.7,11.4,0,19,16.9,26.5,NA,133,12.2,1024,4,2020
"2020-04-29",7.4,11.9,0.8,18.7,17,23.3,NA,127,11.1,1024.3,4,2020
"2020-04-30",10.4,23.2,3.4,18.4,15,24,NA,117,11.4,1024.7,4,2020
"2020-05-01",11.7,28.1,6.4,17.9,13,24.1,NA,117,9.6,1023.4,5,2020
"2020-05-02",16.3,36.2,5.3,19.6,14.5,28,NA,98,7.8,NA,5,2020
"2020-05-03",20.7,52.6,4.1,19.9,13,28,NA,NA,5.2,NA,5,2020
"2020-05-04",13.5,22.5,7.2,20.6,16,27.9,NA,NA,7.7,1021.5,5,2020
"2020-05-05",13.2,32.8,4.2,19.8,14.8,27.8,NA,118,9.1,1022.6,5,2020
"2020-05-06",11.8,27.4,2.6,18.9,15,26,NA,112,8.1,1022.2,5,2020
"2020-05-07",22.7,54.4,7,19.8,16,27,NA,29,4.7,1020.5,5,2020
"2020-05-08",-61.2,24.4,-999,19.2,14,27,NA,130,8.5,1020.5,5,2020
"2020-05-09",13.8,28.1,7.6,18.6,15,25,NA,114,11.9,1021.9,5,2020
"2020-05-10",10.5,26.5,3.1,17.3,15,24.7,NA,120,12.6,1023.3,5,2020
"2020-05-11",10.2,24.1,1.8,17.1,14.9,21,NA,117,12.7,1023.4,5,2020
"2020-05-12",18.4,71.1,2.2,17.7,15,24.2,NA,105,7.8,1021,5,2020
"2020-05-13",17.5,58.3,9.1,18.6,15,25.4,NA,1,7.8,1020.2,5,2020
"2020-05-14",34.4,65,11.3,18.2,13,27,NA,314,6.1,1019.3,5,2020
"2020-05-15",31.6,54.2,13,18.4,13,26,NA,322,5.6,1018.6,5,2020
"2020-05-16",21.9,38.7,11.4,20.2,14.7,27,NA,70,6.6,1019.9,5,2020
"2020-05-17",17.5,29.2,10.5,18.6,15,27.3,NA,128,9.3,1023.3,5,2020
"2020-05-18",16.6,46.7,7,16.2,12.3,25.1,NA,120,8.3,1024.5,5,2020
"2020-05-19",12.9,23.6,5,15.3,11,22.6,NA,111,11.7,1024,5,2020
"2020-05-20",10.7,17.3,4.3,15.1,10.9,21.6,NA,123,13.3,1025.3,5,2020
"2020-05-21",8,14,2.8,15.2,12,20.5,NA,146,15.6,1026.5,5,2020
"2020-05-22",13.2,28.5,3.6,14.7,10.3,20,NA,142,11.5,1026.5,5,2020
"2020-05-23",19,42.3,7.2,15.8,10,23,NA,141,10.9,1025.1,5,2020
"2020-05-24",12.5,25,4.8,16.9,12.8,23.2,NA,124,10.5,1023.5,5,2020
"2020-05-25",11.2,25,2.5,17,13,23.4,NA,97,8.1,1022.9,5,2020
"2020-05-26",14.3,28.4,3.4,17.4,13,25.2,NA,83,6.1,1022.7,5,2020
"2020-05-27",28.5,90.6,8.5,17.2,10,26,NA,81,7.7,1023.2,5,2020
"2020-05-28",32.1,77.5,11.9,17.4,12,27,NA,108,6.3,1023.4,5,2020
"2020-05-29",13.7,32.3,6.7,17.2,11,25.8,NA,101,9.9,1023.3,5,2020
"2020-05-30",25,65,6.8,17.8,10,27.2,NA,111,8.6,1023,5,2020
"2020-05-31",18.3,55.6,8.8,17.8,14,27.2,NA,118,11.2,1024.6,5,2020
"2020-06-01",13,23,5.2,16.2,13,24.4,NA,136,12.2,1025.7,6,2020
"2020-06-02",11.5,23.3,1.8,15.6,12,21,0,147,13,1025.2,6,2020
"2020-06-03",9.5,20.8,2.9,15,12,20.6,NA,136,17.6,1024.7,6,2020
"2020-06-04",17.5,51.7,3.1,15.3,10,23.9,NA,128,12,1025,6,2020
"2020-06-05",10.9,23.9,2.8,16.1,13.8,21,NA,119,9.7,1024.5,6,2020
"2020-06-06",16,49.8,5.9,16.3,12.9,22,NA,112,12.1,1024,6,2020
"2020-06-07",8.5,18.1,1.8,15.4,13,21.6,NA,136,14.9,1024.3,6,2020
"2020-06-08",9.4,20.6,2.4,13.7,11,20.2,0,139,16.7,1024.2,6,2020
"2020-06-09",17.5,55.5,3.7,13.6,8,19,NA,139,12.3,1023.8,6,2020
"2020-06-10",11.7,26.5,3.5,13.7,10,20,NA,146,15.1,1024.6,6,2020
"2020-06-11",13.7,30.8,1.8,14.6,11.8,20,0,146,15.6,1023.8,6,2020
"2020-06-12",15.9,37.9,4.5,15.2,11.9,21.1,NA,145,11.3,1022.8,6,2020
"2020-06-13",20.3,56.4,3.9,14.8,10,23,NA,109,10.2,1022.8,6,2020
"2020-06-14",11.4,18.7,6.4,14.3,10,22.9,NA,142,15.2,1024.1,6,2020
"2020-06-15",15.5,54.2,5.1,14.7,9.6,21.9,NA,130,13.8,1024.4,6,2020
"2020-06-16",13.1,24.8,4.8,15.6,13,20.8,NA,144,12.3,1024.3,6,2020
"2020-06-17",9.6,16.9,4.3,14.4,11,18.3,NA,151,17,1025.4,6,2020
"2020-06-18",10,20.2,0.6,13.6,10,19,NA,148,15.9,1025.8,6,2020
"2020-06-19",11.6,20.3,5.2,14.6,12,19,NA,146,15.1,1025,6,2020
"2020-06-20",13.8,23.3,2.8,14.2,6.9,18.9,0.3,152,12.6,1024.8,6,2020
"2020-06-21",11.7,21.5,3.3,15.9,13,20.3,4.1,134,13.5,1024.3,6,2020
"2020-06-22",12.9,24.9,4,17.8,14,26,0,137,7.8,1022.3,6,2020
"2020-06-23",14.2,26.6,6.5,17.4,13.3,25.5,NA,137,11.7,1022.9,6,2020
"2020-06-24",9.7,20.5,2.1,18.3,15.7,24,NA,130,13.4,1022.9,6,2020
"2020-06-25",12.5,33.5,2.1,17.8,15,23.2,NA,127,11.8,1022.5,6,2020
"2020-06-26",11.4,23.6,3.9,15.4,12,22.6,0.3,123,10.8,1023.1,6,2020
"2020-06-27",13.2,30,5.1,15.9,12,23,0,101,10.2,1023.3,6,2020
"2020-06-28",20.1,50.1,6.8,15.7,10.7,25,NA,99,7.2,1022.6,6,2020
"2020-06-29",43.2,126.5,16.8,15.8,8.4,26,NA,38,4.8,1022.2,6,2020
"2020-06-30",37.4,107.2,15,15.3,8,26,NA,NA,4.5,1021.5,6,2020
"2020-07-01",24.3,47.1,10.7,15.4,8.1,26,NA,127,10.4,1022.8,7,2020
"2020-07-02",12.8,25.7,5.1,14.2,10,22.2,NA,137,12.4,1023.2,7,2020
"2020-07-03",13.3,28,4.5,14.2,10,21,NA,133,12.1,1023.1,7,2020
"2020-07-04",18.7,40.6,7.9,14.8,8.9,21,NA,112,10.1,1023.3,7,2020
"2020-07-05",11.1,20.8,4.4,14.5,11,20,NA,120,12.3,1023,7,2020
"2020-07-06",14.2,27.4,6.4,15.4,10,24,NA,133,10.8,1022.6,7,2020
"2020-07-07",11.3,25.6,3.8,16.4,12,23.8,NA,134,13.3,1023.8,7,2020
"2020-07-08",12.4,24.7,4.7,16.8,14,25,NA,135,13.4,1025.5,7,2020
"2020-07-09",7.8,14.1,1.6,14.8,12,23.5,NA,145,17.2,1025.9,7,2020
"2020-07-10",9.9,16.7,0.6,13.9,11,18.4,0,138,16.2,1024.9,7,2020
"2020-07-11",9.8,23.4,1.1,14.7,5.5,21,0.5,123,17.6,1024.8,7,2020
"2020-07-12",12.5,27.5,4.5,15.2,8,22,0,117,8.8,1023.9,7,2020
"2020-07-13",18.3,44.3,4.8,15.3,11,23,NA,102,6.8,1020.4,7,2020
"2020-07-14",30.1,66.6,13.8,15.1,10,23,NA,104,6.7,1021,7,2020
"2020-07-15",24.9,68.4,7.5,14.8,7,24,NA,105,8.4,1024,7,2020
"2020-07-16",17.8,43.1,5.3,15,10,23,NA,144,14.2,1023.8,7,2020
"2020-07-17",6.6,12.5,2.3,12.8,9,21.1,NA,157,18.2,1024,7,2020
"2020-07-18",8.8,14.9,3.9,13.3,8,18,NA,142,15.8,1024.5,7,2020
"2020-07-19",9,17.3,0.9,12.8,10,25,NA,145,16.9,1025.5,7,2020
"2020-07-20",8,19.7,1.6,13.5,10,19,NA,137,18.2,1024.8,7,2020
"2020-07-21",9.5,17.2,3.5,13.8,10,21,NA,133,12.9,1023.5,7,2020
"2020-07-22",16.6,36.6,5.8,12.6,8,20,NA,145,13.2,1022.1,7,2020
"2020-07-23",-58.7,11.3,-999,12.8,10,18.2,0.8,150,19.6,1022.4,7,2020
"2020-07-24",16.9,72.3,3,12.6,11,18,0.3,145,22.5,1023.7,7,2020
"2020-07-25",7.6,14.4,2.9,12.1,9.6,15,0,143,20.9,1024.5,7,2020
"2020-07-26",7.2,14.8,1.9,11.9,10,17,0,135,16.9,1024.8,7,2020
"2020-07-27",25.8,56.6,5.3,15.7,9,23.5,NA,135,7.5,1024.3,7,2020
"2020-07-28",14.7,23.2,7.9,15.4,14,19.2,NA,133,10.2,1022.8,7,2020
"2020-07-29",12.9,25.2,4.6,16.6,13,29.2,NA,115,11.1,1023.1,7,2020
"2020-07-30",24.4,72.7,2.1,18.9,13.4,25,NA,66,5.2,1022.9,7,2020
"2020-07-31",18.8,43.7,5.5,17.7,13,25,NA,128,14.6,1023.4,7,2020
"2020-08-01",8.9,13.5,3.5,14.9,13,23.8,NA,136,15.6,1026,8,2020
"2020-08-02",10.5,18.2,4.6,14.2,10,20,NA,136,18.2,1027.3,8,2020
"2020-08-03",9.1,14.2,2.4,13.7,10,18,NA,147,24.4,1028.2,8,2020
"2020-08-04",9.6,16.7,2.1,13.1,9,20,NA,123,14.2,1025.8,8,2020
"2020-08-05",28.9,60,16.4,15.6,8,27,NA,96,7.1,1022.8,8,2020
"2020-08-06",32.7,69.8,14.7,15.6,7,26.2,NA,95,8.7,1021.6,8,2020
"2020-08-07",39.7,103.3,15.3,17.8,8,29,NA,39,6.4,1022.1,8,2020
"2020-08-08",20.9,41.3,4.7,15.6,13,28.2,NA,133,14.9,1023.3,8,2020
"2020-08-09",8.7,21.1,0.9,12.7,9,21.6,NA,129,17,1023,8,2020
"2020-08-10",25.6,50.3,6.4,13.4,5.1,23,NA,107,7.2,1021.4,8,2020
"2020-08-11",39.5,101.6,16.2,14.8,6,24.3,NA,106,10.6,1021.9,8,2020
"2020-08-12",34.9,104.8,15.3,13.4,7.8,24.3,NA,122,11,1022.8,8,2020
"2020-08-13",35,65.7,16.7,14.3,5.9,23,NA,106,7.3,1021.4,8,2020
"2020-08-14",51.3,132.8,17.3,15.3,7.7,24,NA,105,9.8,1021.4,8,2020
"2020-08-15",37.5,97.5,20.8,13.8,7,23.8,NA,122,11.8,1021.9,8,2020
"2020-08-16",26.9,53.6,12.3,14.3,6.8,24,NA,116,10.9,1021.6,8,2020
"2020-08-17",15.3,21.9,10,16.1,11.2,23.6,NA,107,12.8,1022.5,8,2020
"2020-08-18",15.9,36.6,8.7,15.1,10,23.2,NA,123,11,1022.6,8,2020
"2020-08-19",18.5,56.2,8.6,15.9,8.8,23.2,NA,124,11.3,1022.1,8,2020
"2020-08-20",14.3,19,9.6,17.2,12,24,NA,118,12.4,1021.3,8,2020
"2020-08-21",24.2,61.6,12.1,16.9,9.7,25,NA,114,10.2,1022.8,8,2020
"2020-08-22",22.3,42.7,11.7,15.6,10.9,24.9,NA,125,14.8,1023.6,8,2020
"2020-08-23",-28.9,26.3,-999,14.7,10,21,NA,127,14.3,1023.6,8,2020
"2020-08-24",27.3,71.5,8.9,16,6,26,NA,103,8.2,1022.7,8,2020
"2020-08-25",18.5,27.3,9,17.8,13.1,26,NA,121,11.9,1023.5,8,2020
"2020-08-26",23.4,65.8,7.8,17.9,11.2,25.7,NA,104,11.2,1023.9,8,2020
"2020-08-27",23.4,51.7,6.5,17.8,11,27,NA,115,10.8,1023.1,8,2020
"2020-08-28",21,40.4,11.1,16.7,10.5,27.1,NA,96,13.6,1021.9,8,2020
"2020-08-29",17,32.5,8.2,16.3,11.6,24,NA,100,15.3,1022.2,8,2020
"2020-08-30",15.8,24.5,8,16.2,12,22.3,NA,125,15.7,1022.5,8,2020
"2020-08-31",13,23.2,6.5,16.2,13,22,NA,133,12.8,1023.5,8,2020
"2020-09-01",26,81.1,7.1,15.5,8,24,NA,123,11.5,1023.6,9,2020
"2020-09-02",19.6,46.8,6.7,16.7,9,26,NA,103,8.9,1021.8,9,2020
"2020-09-03",21.4,37.3,9.5,16.5,10.3,25.3,NA,114,13.2,1021.2,9,2020
"2020-09-04",17.4,26.2,6.8,15.2,11,25.3,NA,141,15,1021.2,9,2020
"2020-09-05",13.7,20.7,8.2,14.7,2.4,21,NA,140,14.9,1020.7,9,2020
"2020-09-06",10.2,16.2,5.5,15.4,12.7,20.8,NA,141,17.4,1019.9,9,2020
"2020-09-07",12.1,17.8,2.8,16.7,11,25,NA,148,12.8,1021.4,9,2020
"2020-09-08",15.9,37.6,7.6,16.7,11,23,NA,133,14.7,1024,9,2020
"2020-09-09",12.7,24,5.8,16.8,14,23.2,NA,127,16,1025.1,9,2020
"2020-09-10",14.1,28.7,5.7,17.5,12.3,25,NA,138,14.4,1023.5,9,2020
"2020-09-11",11.3,20.4,4,17,13,23.5,NA,126,15,1022.1,9,2020
"2020-09-12",21.5,49.1,6.5,17.4,9.7,26,NA,116,12,1023.8,9,2020
"2020-09-13",18.9,49.9,7.7,17.6,12,24.2,NA,133,16.3,1024.5,9,2020
"2020-09-14",12.8,21.3,5.4,16.7,13,24.7,NA,137,18.8,1024.6,9,2020
"2020-09-15",18.3,44.9,9,16.8,8.7,26,NA,114,11.7,1022.8,9,2020
"2020-09-16",18.8,35.4,12.2,16.9,9.6,26,NA,97,12.4,1021.3,9,2020
"2020-09-17",18.9,30.6,11.4,16.5,8.5,26,NA,92,13.8,1023.1,9,2020
"2020-09-18",22.6,44.5,14.4,16.6,8.8,25.5,NA,96,14.9,1023.6,9,2020
"2020-09-19",22.6,33.4,15,15.7,10,24.5,NA,114,15.2,1023.2,9,2020
"2020-09-20",24.9,71.4,8.1,15.8,7,24,NA,88,15,1022.8,9,2020
"2020-09-21",20.4,58.7,5.8,16.5,9.8,23.1,NA,111,12.7,1023,9,2020
"2020-09-22",35.7,61.8,11.5,19.3,11,29.4,NA,128,9.5,1023,9,2020
"2020-09-23",27.7,35.6,22.2,17.5,12,29.4,NA,142,16.2,1022.7,9,2020
"2020-09-24",18.5,28.1,11.9,18.2,14,24.8,NA,127,17.5,1021.8,9,2020
"2020-09-25",13.5,20.7,8.3,17.7,13,24.8,NA,122,13.2,1022.1,9,2020
"2020-09-26",20.6,33.4,9.2,18.5,12.5,27,NA,111,9.5,1019.6,9,2020
"2020-09-27",41.2,57.5,25.7,19.6,12,28.5,NA,101,8.9,1018.5,9,2020
"2020-09-28",38.1,55.6,18.1,19.4,12.5,28.5,NA,99,12.6,1020.5,9,2020
"2020-09-29",42.9,71.8,21.8,19.1,13,28.1,NA,98,11.5,1021.2,9,2020
"2020-09-30",57,69.9,42.3,20.6,11,31,NA,104,8.4,1019.9,9,2020
"2020-10-01",63.1,88.5,35.7,20.4,14,30.7,NA,101,11.3,1019.6,10,2020
"2020-10-02",64.4,95.3,30.3,22.8,14,32.2,NA,129,8,1019.5,10,2020
"2020-10-03",53.5,77.6,24.6,22.6,17,32.2,NA,93,12.2,1020.3,10,2020
"2020-10-04",64.7,96.4,44.9,23,17.2,32.7,NA,85,12.7,1019.5,10,2020
"2020-10-05",19.2,61.7,3.7,18,14.8,32.7,NA,109,15.4,1019.9,10,2020
"2020-10-06",10,22.6,1.6,17.9,11.8,24.2,16,82,13.4,1019.2,10,2020
"2020-10-07",16.2,32.9,3.6,19.9,15,26,27.9,49,10.7,1018.6,10,2020
"2020-10-08",29,62.1,13.6,21.2,16,27,0,24,9.7,1018.2,10,2020
"2020-10-09",19.4,33.7,12.6,21.4,15.6,28,NA,67,10.4,1018.7,10,2020
"2020-10-10",12.5,12.5,12.5,21.8,18,28,NA,90,12.4,1019.8,10,2020
"2020-10-13",-38.1,70.2,-999,22.6,19,29,NA,112,12.7,1020.5,10,2020
"2020-10-14",49.8,72.3,18.9,21.9,15.7,30,NA,108,12.4,1021.2,10,2020
"2020-10-15",30,64.6,12.4,18.8,16,24.4,NA,116,17.3,1022.7,10,2020
"2020-10-16",-58.4,68,-999,20.4,14,27,NA,105,11.1,1020.5,10,2020
"2020-10-17",63.7,132.1,31.4,20.1,16.8,26,NA,106,14.1,1019.3,10,2020
"2020-10-18",29.3,104.8,9.5,19.7,16,26.3,NA,123,14.9,1020.3,10,2020
"2020-10-19",32.1,124.9,5.6,19.9,16,26.3,NA,127,17.3,1020.5,10,2020
"2020-10-20",46,113,9.7,19.6,14,26.2,NA,122,14,1021,10,2020
"2020-10-21",54.9,113.3,17.5,19.8,15,26.3,NA,128,13.5,1022,10,2020
"2020-10-22",47.9,138.1,9.4,18.7,13,26.5,NA,132,16.3,1022.6,10,2020
